City,Date,Year,Month,Season,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket,Anomaly,Anomaly_Label,Anomaly_Score,Cluster
Kolkata,2020-01-16,2020,1,Winter,484.9,53.5,110.1,47.9,109.1,40.3,9.3,47.3,36.0,191.2,Moderate,0.0,Normal,-0.5202,0
Kolkata,2020-01-17,2020,1,Winter,93.2,160.4,66.9,96.6,236.4,15.4,0.79,1.3,53.7,208.5,Poor,0.0,Normal,-0.53086,1
Kolkata,2020-01-18,2020,1,Winter,487.9,485.6,195.5,13.6,124.1,19.8,3.41,60.6,111.4,479.3,Severe,0.0,Normal,-0.51455,0
Kolkata,2020-01-19,2020,1,Winter,308.4,389.6,64.5,52.7,128.9,36.4,2.56,33.3,9.6,458.4,Severe,0.0,Normal,-0.48665,0
Kolkata,2020-01-20,2020,1,Winter,234.9,237.5,150.3,6.0,31.2,23.7,2.91,35.0,113.5,388.4,Very Poor,0.0,Normal,-0.49605,0
Kolkata,2020-01-21,2020,1,Winter,260.0,102.5,119.5,120.6,37.6,30.3,1.49,6.5,58.7,410.0,Severe,0.0,Normal,-0.50405,0
Kolkata,2020-01-22,2020,1,Winter,6.8,50.0,128.7,17.3,5.2,11.3,0.38,57.0,146.4,168.1,Moderate,0.0,Normal,-0.55458,0
Kolkata,2020-01-23,2020,1,Winter,141.4,541.1,30.4,31.2,193.8,40.3,4.54,82.5,120.5,316.7,Very Poor,0.0,Normal,-0.50568,1
Kolkata,2020-01-24,2020,1,Winter,83.4,457.4,94.3,121.1,37.5,5.8,8.57,29.1,186.2,438.9,Severe,0.0,Normal,-0.53159,0
Kolkata,2020-01-25,2020,1,Winter,386.5,91.6,190.0,21.5,116.2,31.0,1.57,85.6,31.7,102.5,Moderate,0.0,Normal,-0.52745,0
Kolkata,2020-01-26,2020,1,Winter,81.8,408.7,0.2,23.7,63.5,14.1,0.45,62.1,112.4,373.3,Very Poor,0.0,Normal,-0.52931,0
Kolkata,2020-01-27,2020,1,Winter,396.1,207.5,66.2,60.3,23.3,24.2,3.68,17.7,164.9,195.4,Moderate,0.0,Normal,-0.49535,0
Kolkata,2020-01-28,2020,1,Winter,81.3,454.5,74.9,29.3,77.0,36.5,7.56,4.3,0.2,434.7,Severe,0.0,Normal,-0.53453,0
Kolkata,2020-01-29,2020,1,Winter,109.6,104.9,194.5,14.5,138.1,23.1,1.21,19.5,187.2,264.5,Poor,0.0,Normal,-0.53332,1
Kolkata,2020-01-30,2020,1,Winter,333.7,240.2,128.8,99.2,144.2,8.6,1.12,23.0,20.7,483.7,Severe,0.0,Normal,-0.49105,1
Kolkata,2020-01-31,2020,1,Winter,265.8,6.6,60.5,83.7,211.7,15.8,9.53,17.5,48.2,415.8,Severe,0.0,Normal,-0.53042,1
Kolkata,2020-02-01,2020,2,Winter,148.7,65.2,46.7,100.7,113.9,5.2,6.56,50.9,127.4,322.3,Very Poor,0.0,Normal,-0.4794,0
Kolkata,2020-02-02,2020,2,Winter,204.4,274.5,103.3,4.6,86.4,35.6,2.24,16.4,184.9,365.0,Very Poor,0.0,Normal,-0.50116,0
Kolkata,2020-02-03,2020,2,Winter,17.0,98.6,157.0,78.8,227.0,41.5,5.79,45.3,111.8,147.2,Moderate,0.0,Normal,-0.5069,1
Kolkata,2020-02-04,2020,2,Winter,153.8,181.3,158.6,26.3,164.8,7.0,3.32,36.9,59.1,326.2,Very Poor,0.0,Normal,-0.48005,1
Kolkata,2020-02-05,2020,2,Winter,411.7,207.9,53.2,15.7,217.7,9.2,1.32,44.3,110.0,172.0,Moderate,0.0,Normal,-0.50271,1
Kolkata,2020-02-06,2020,2,Winter,189.6,175.6,191.3,95.9,96.2,6.2,5.47,30.7,150.2,353.6,Very Poor,0.0,Normal,-0.48862,0
Kolkata,2020-02-07,2020,2,Winter,217.4,200.8,172.9,110.9,38.1,33.6,2.23,6.6,121.7,375.0,Very Poor,0.0,Normal,-0.49717,0
Kolkata,2020-02-08,2020,2,Winter,178.3,154.8,45.0,77.9,79.4,33.5,3.45,7.0,2.6,345.0,Very Poor,0.0,Normal,-0.51283,0
Kolkata,2020-02-09,2020,2,Winter,477.2,212.5,21.7,8.0,68.3,3.3,6.34,46.9,192.2,259.9,Poor,0.0,Normal,-0.53841,0
Kolkata,2020-02-10,2020,2,Winter,364.2,408.7,80.4,115.0,88.7,30.1,5.02,79.0,91.3,373.3,Very Poor,0.0,Normal,-0.46001,0
Kolkata,2020-02-11,2020,2,Winter,446.1,280.1,22.0,37.4,79.5,2.2,4.66,92.2,68.3,230.1,Poor,0.0,Normal,-0.52607,0
Kolkata,2020-02-12,2020,2,Winter,167.4,147.8,122.1,27.1,204.0,28.4,9.85,96.9,160.9,336.6,Very Poor,0.0,Normal,-0.53411,1
Kolkata,2020-02-13,2020,2,Winter,432.8,199.8,34.5,37.6,107.6,21.3,8.08,15.5,163.9,193.9,Moderate,0.0,Normal,-0.50039,0
Kolkata,2020-02-14,2020,2,Winter,334.8,240.2,69.1,127.4,119.8,22.8,3.2,65.9,105.1,484.8,Severe,0.0,Normal,-0.45948,0
Kolkata,2020-02-15,2020,2,Winter,232.0,402.9,193.7,29.3,4.0,23.4,3.93,19.1,122.5,386.2,Very Poor,0.0,Normal,-0.51674,0
Kolkata,2020-02-16,2020,2,Winter,199.3,325.2,50.9,40.8,239.4,28.1,0.42,23.8,8.8,361.1,Very Poor,0.0,Normal,-0.52853,1
Kolkata,2020-02-17,2020,2,Winter,88.1,23.6,110.6,129.0,152.9,41.3,1.95,94.5,18.9,193.5,Moderate,0.0,Normal,-0.54708,1
Kolkata,2020-02-18,2020,2,Winter,189.0,425.5,36.9,137.4,34.9,22.1,7.49,88.2,121.6,394.4,Very Poor,0.0,Normal,-0.51399,0
Kolkata,2020-02-19,2020,2,Winter,19.1,508.3,115.2,44.8,200.8,39.7,7.59,37.3,64.8,169.8,Moderate,0.0,Normal,-0.50936,1
Kolkata,2020-02-20,2020,2,Winter,214.5,328.9,150.9,129.1,29.8,42.6,3.13,26.6,38.3,372.8,Very Poor,0.0,Normal,-0.50577,0
Kolkata,2020-02-21,2020,2,Winter,74.1,429.9,58.3,135.5,177.2,3.3,3.27,94.2,133.5,399.9,Very Poor,0.0,Normal,-0.5206,1
Kolkata,2020-02-22,2020,2,Winter,95.6,578.9,55.2,147.6,213.6,33.4,4.43,55.2,150.2,216.7,Poor,0.0,Normal,-0.52067,1
Kolkata,2020-02-23,2020,2,Winter,455.6,426.8,34.2,51.1,214.7,49.7,7.26,76.9,27.4,396.0,Very Poor,0.0,Normal,-0.54629,1
Kolkata,2020-02-24,2020,2,Winter,322.9,275.5,160.3,134.7,24.5,15.5,0.75,61.6,186.1,472.9,Severe,0.0,Normal,-0.51982,0
Kolkata,2020-02-25,2020,2,Winter,411.2,319.7,173.1,94.3,96.5,35.3,7.73,72.1,109.0,269.7,Poor,0.0,Normal,-0.47459,0
Kolkata,2020-02-26,2020,2,Winter,15.3,30.2,162.9,59.8,65.5,43.9,6.54,77.3,142.2,161.9,Moderate,0.0,Normal,-0.53199,0
Kolkata,2020-02-27,2020,2,Winter,154.2,231.8,7.2,110.6,81.6,46.8,2.55,62.5,162.2,326.5,Very Poor,0.0,Normal,-0.51996,0
Kolkata,2020-02-28,2020,2,Winter,483.0,443.9,32.0,62.8,190.0,39.2,2.25,2.6,74.7,419.5,Severe,0.0,Normal,-0.53062,1
Kolkata,2020-02-29,2020,2,Winter,175.0,509.0,165.7,140.7,124.8,18.4,2.81,58.5,62.1,342.4,Very Poor,0.0,Normal,-0.49537,0
Kolkata,2020-03-01,2020,3,Winter,30.3,468.7,168.0,143.2,11.1,4.8,1.11,94.2,141.2,455.1,Severe,1.0,Anomaly,-0.57346,0
Kolkata,2020-03-02,2020,3,Winter,490.8,357.6,46.5,37.3,128.4,7.4,3.38,7.0,45.8,309.3,Very Poor,0.0,Normal,-0.52679,1
Kolkata,2020-03-03,2020,3,Winter,451.9,278.3,165.1,136.3,104.5,17.7,3.61,42.4,77.1,228.3,Poor,0.0,Normal,-0.49202,0
Kolkata,2020-03-04,2020,3,Winter,95.9,361.7,106.5,116.4,130.2,37.8,7.16,38.2,138.8,314.4,Very Poor,0.0,Normal,-0.47355,1
Kolkata,2020-03-05,2020,3,Winter,40.3,543.7,47.0,15.2,221.8,32.3,0.21,4.3,26.5,66.7,Satisfactory,1.0,Anomaly,-0.57325,1
Kolkata,2020-03-06,2020,3,Winter,196.1,390.2,67.1,34.8,201.6,38.5,0.86,75.2,97.4,358.6,Very Poor,0.0,Normal,-0.48623,1
Kolkata,2020-03-07,2020,3,Winter,350.5,158.2,170.5,76.7,208.4,49.5,9.21,66.2,5.0,190.1,Moderate,0.0,Normal,-0.53482,1
Kolkata,2020-03-08,2020,3,Winter,422.6,11.0,70.3,118.0,87.3,17.4,1.88,20.9,197.3,272.8,Poor,0.0,Normal,-0.52995,0
Kolkata,2020-03-09,2020,3,Winter,175.5,223.7,22.9,56.5,199.6,12.0,2.86,3.2,61.6,342.8,Very Poor,0.0,Normal,-0.50772,1
Kolkata,2020-03-10,2020,3,Winter,472.2,143.3,76.3,63.2,147.0,47.1,8.6,54.9,20.5,182.5,Moderate,0.0,Normal,-0.52105,1
Kolkata,2020-03-11,2020,3,Winter,441.8,513.6,18.5,41.8,108.8,10.7,4.68,87.6,152.0,176.4,Moderate,0.0,Normal,-0.51651,0
Kolkata,2020-03-12,2020,3,Winter,488.3,138.0,162.7,67.7,184.5,9.2,2.25,25.5,7.9,125.6,Moderate,0.0,Normal,-0.53292,1
Kolkata,2020-03-13,2020,3,Winter,478.5,386.4,70.0,125.5,226.9,26.6,0.2,25.3,189.3,345.4,Very Poor,0.0,Normal,-0.54414,1
Kolkata,2020-03-14,2020,3,Winter,224.9,521.1,139.8,148.8,37.4,25.1,5.69,76.3,199.1,380.7,Very Poor,0.0,Normal,-0.53818,0
Kolkata,2020-03-15,2020,3,Winter,126.3,127.8,57.4,10.4,59.7,12.2,1.84,71.6,25.1,305.1,Very Poor,0.0,Normal,-0.51663,0
Kolkata,2020-03-16,2020,3,Winter,259.7,372.3,131.5,30.4,5.3,11.2,6.97,45.4,90.7,409.7,Severe,0.0,Normal,-0.49701,0
Kolkata,2020-03-17,2020,3,Winter,71.5,284.1,148.6,7.0,114.2,24.5,7.17,13.7,180.9,234.1,Poor,0.0,Normal,-0.50929,0
Kolkata,2020-03-18,2020,3,Winter,191.9,183.8,183.2,65.0,186.9,13.4,8.94,43.2,179.3,355.4,Very Poor,0.0,Normal,-0.49782,1
Kolkata,2020-03-19,2020,3,Winter,212.7,537.0,91.4,119.2,11.5,17.9,9.41,78.4,188.9,371.4,Very Poor,0.0,Normal,-0.54065,0
Kolkata,2020-03-20,2020,3,Winter,85.8,478.8,118.3,18.2,240.8,31.4,0.4,44.1,164.0,469.6,Severe,0.0,Normal,-0.53469,1
Kolkata,2020-03-21,2020,3,Winter,122.3,58.1,24.1,110.1,63.4,36.0,8.15,0.6,182.8,302.0,Very Poor,0.0,Normal,-0.54718,0
Kolkata,2020-03-22,2020,3,Winter,480.2,389.0,196.4,114.4,128.5,24.6,3.42,15.3,125.0,348.6,Very Poor,0.0,Normal,-0.51308,1
Kolkata,2020-03-23,2020,3,Winter,0.3,228.9,129.5,134.0,199.9,40.3,7.89,34.1,31.9,186.0,Moderate,0.0,Normal,-0.52494,1
Kolkata,2020-03-24,2020,3,Winter,415.7,195.1,197.4,111.1,139.4,30.7,0.9,25.8,145.8,167.2,Moderate,0.0,Normal,-0.51322,1
Kolkata,2020-03-25,2020,3,Winter,161.7,192.5,47.2,45.7,172.4,16.1,9.73,93.7,70.9,332.2,Very Poor,0.0,Normal,-0.51642,1
Kolkata,2020-03-26,2020,3,Winter,166.0,354.2,38.1,23.8,152.9,35.1,1.75,54.0,149.9,335.5,Very Poor,0.0,Normal,-0.4789,1
Kolkata,2020-03-27,2020,3,Winter,79.7,579.4,103.3,30.8,183.3,12.0,9.83,4.5,110.4,197.9,Moderate,0.0,Normal,-0.55121,1
Kolkata,2020-03-28,2020,3,Winter,221.4,507.5,90.7,64.4,141.7,4.7,2.75,39.8,94.2,378.1,Very Poor,0.0,Normal,-0.47387,1
Kolkata,2020-03-29,2020,3,Winter,264.2,141.6,188.7,49.5,92.8,45.3,9.22,98.4,88.0,414.2,Severe,0.0,Normal,-0.544,0
Kolkata,2020-03-30,2020,3,Winter,95.1,344.2,165.6,38.5,33.8,2.3,1.55,69.0,77.0,294.2,Poor,0.0,Normal,-0.51411,0
Kolkata,2020-03-31,2020,3,Winter,2.5,539.7,73.0,33.7,231.5,1.8,5.21,70.9,187.7,248.5,Poor,0.0,Normal,-0.55413,1
Kolkata,2020-04-01,2020,4,Summer,181.6,296.1,158.2,52.3,166.8,17.1,2.6,90.8,47.3,347.5,Very Poor,0.0,Normal,-0.48063,1
Kolkata,2020-04-02,2020,4,Summer,468.0,564.9,121.9,104.4,232.2,14.0,6.9,12.1,37.4,161.2,Moderate,0.0,Normal,-0.53238,1
Kolkata,2020-04-03,2020,4,Summer,137.0,120.4,13.5,28.9,33.3,2.3,9.83,79.8,170.2,313.3,Very Poor,1.0,Anomaly,-0.57177,0
Kolkata,2020-04-04,2020,4,Summer,284.6,63.4,164.6,146.5,78.3,14.7,7.76,81.3,1.7,434.6,Severe,0.0,Normal,-0.54,0
Kolkata,2020-04-05,2020,4,Summer,195.1,292.0,69.2,113.5,62.6,46.3,0.97,10.2,63.9,357.9,Very Poor,0.0,Normal,-0.50706,0
Kolkata,2020-04-06,2020,4,Summer,38.5,57.0,113.9,6.5,86.7,38.5,2.98,28.9,53.5,112.0,Moderate,0.0,Normal,-0.51841,0
Kolkata,2020-04-07,2020,4,Summer,310.2,383.6,112.8,4.1,20.1,2.1,8.61,69.4,133.3,460.2,Severe,0.0,Normal,-0.53037,0
Kolkata,2020-04-08,2020,4,Summer,131.1,192.6,78.3,19.6,133.5,35.0,8.73,24.8,93.0,308.8,Very Poor,0.0,Normal,-0.48445,1
Kolkata,2020-04-09,2020,4,Summer,275.4,25.3,11.3,53.4,215.0,31.6,0.17,90.6,63.0,425.4,Severe,0.0,Normal,-0.55919,1
Kolkata,2020-04-10,2020,4,Summer,236.7,342.2,26.8,146.1,48.3,21.9,0.29,90.1,106.6,389.8,Very Poor,0.0,Normal,-0.53206,0
Kolkata,2020-04-11,2020,4,Summer,389.3,574.5,1.1,35.1,213.5,24.4,5.35,60.1,105.1,141.7,Moderate,0.0,Normal,-0.52564,1
Kolkata,2020-04-12,2020,4,Summer,255.4,392.7,16.0,67.3,88.1,26.3,1.22,15.3,166.6,405.4,Severe,0.0,Normal,-0.50205,0
Kolkata,2020-04-13,2020,4,Summer,253.6,551.1,9.8,50.1,248.5,32.1,1.08,70.3,192.3,403.6,Severe,0.0,Normal,-0.55701,1
Kolkata,2020-04-14,2020,4,Summer,284.1,591.4,118.6,6.9,82.8,25.8,0.81,14.5,180.9,434.1,Severe,0.0,Normal,-0.53713,0
Kolkata,2020-04-15,2020,4,Summer,243.1,451.1,33.6,124.4,211.3,34.8,8.89,59.3,98.8,429.8,Severe,0.0,Normal,-0.50819,1
Kolkata,2020-04-16,2020,4,Summer,476.2,588.2,53.1,30.4,237.3,49.8,1.2,5.2,57.3,57.3,Satisfactory,1.0,Anomaly,-0.59156,1
Kolkata,2020-04-17,2020,4,Summer,461.2,309.0,0.2,41.9,239.7,9.1,0.08,40.5,56.9,259.0,Poor,1.0,Anomaly,-0.56377,1
Kolkata,2020-04-18,2020,4,Summer,422.7,176.5,107.0,119.9,25.4,29.0,8.63,78.4,70.2,182.8,Moderate,0.0,Normal,-0.50242,0
Kolkata,2020-04-19,2020,4,Summer,69.2,567.7,80.0,75.3,33.6,38.4,9.14,32.8,85.8,189.2,Moderate,0.0,Normal,-0.51894,0
Kolkata,2020-04-20,2020,4,Summer,447.4,556.4,78.5,78.0,219.1,23.4,8.89,97.8,199.4,278.2,Poor,0.0,Normal,-0.55513,1
Kolkata,2020-04-21,2020,4,Summer,301.0,400.5,95.3,27.4,46.7,10.0,1.81,54.5,159.1,451.0,Severe,0.0,Normal,-0.48707,0
Kolkata,2020-04-22,2020,4,Summer,13.6,46.7,44.2,5.5,104.4,28.3,9.39,6.7,55.7,192.4,Moderate,1.0,Anomaly,-0.56529,0
Kolkata,2020-04-23,2020,4,Summer,465.9,409.2,51.3,121.3,103.8,25.0,8.38,16.2,192.8,373.9,Very Poor,0.0,Normal,-0.52765,0
Kolkata,2020-04-24,2020,4,Summer,121.5,119.2,95.1,28.9,80.3,42.6,8.23,18.5,0.9,301.4,Very Poor,0.0,Normal,-0.52598,0
Kolkata,2020-04-25,2020,4,Summer,396.9,369.9,137.8,64.6,33.2,46.2,5.81,69.0,95.5,324.7,Very Poor,0.0,Normal,-0.47939,0
Kolkata,2020-04-26,2020,4,Summer,256.6,571.0,91.2,41.2,178.4,2.8,6.79,86.7,199.6,406.6,Severe,0.0,Normal,-0.53867,1
Kolkata,2020-04-27,2020,4,Summer,467.1,179.6,103.8,103.9,80.8,39.0,8.91,48.7,53.0,186.3,Moderate,0.0,Normal,-0.49101,0
Kolkata,2020-04-28,2020,4,Summer,361.1,505.0,192.9,55.5,186.4,40.0,3.55,8.3,168.1,119.2,Moderate,0.0,Normal,-0.52914,1
Kolkata,2020-04-29,2020,4,Summer,293.9,577.2,128.6,57.9,170.1,35.6,2.33,56.1,159.0,443.9,Severe,0.0,Normal,-0.4857,1
Kolkata,2020-04-30,2020,4,Summer,148.9,196.7,180.7,125.8,170.8,45.1,6.09,76.1,52.9,322.4,Very Poor,0.0,Normal,-0.50275,1
Kolkata,2020-05-01,2020,5,Summer,189.9,208.7,160.4,62.8,9.1,13.8,4.63,83.7,154.4,353.9,Very Poor,0.0,Normal,-0.50328,0
Kolkata,2020-05-02,2020,5,Summer,111.9,379.7,131.3,35.0,220.2,29.6,8.08,9.9,87.4,337.0,Very Poor,0.0,Normal,-0.4999,1
Kolkata,2020-05-03,2020,5,Summer,165.2,148.7,132.8,18.8,233.9,12.2,9.68,63.2,191.9,334.9,Very Poor,0.0,Normal,-0.53858,1
Kolkata,2020-05-04,2020,5,Summer,303.1,99.1,32.5,2.6,95.2,14.7,8.82,11.3,137.6,453.1,Severe,0.0,Normal,-0.53137,0
Kolkata,2020-05-05,2020,5,Summer,401.3,0.2,164.6,10.1,124.1,31.7,1.21,82.2,51.1,101.4,Moderate,0.0,Normal,-0.53435,0
Kolkata,2020-05-06,2020,5,Summer,260.7,523.2,109.2,144.3,237.7,24.4,2.96,14.3,160.4,410.7,Severe,0.0,Normal,-0.52305,1
Kolkata,2020-05-07,2020,5,Summer,5.3,217.6,27.1,41.6,140.5,5.0,4.22,70.0,121.6,178.5,Moderate,0.0,Normal,-0.50582,1
Kolkata,2020-05-08,2020,5,Summer,387.7,502.8,118.6,112.8,54.7,8.2,4.08,62.0,17.4,132.8,Moderate,0.0,Normal,-0.50269,0
Kolkata,2020-05-09,2020,5,Summer,247.1,590.8,195.5,86.3,167.7,22.2,0.33,25.8,175.2,397.8,Very Poor,0.0,Normal,-0.543,1
Kolkata,2020-05-10,2020,5,Summer,319.3,18.7,177.8,3.9,221.6,24.2,8.66,31.4,133.0,469.3,Severe,0.0,Normal,-0.54066,1
Kolkata,2020-05-11,2020,5,Summer,341.3,144.5,52.9,24.2,240.7,8.9,1.48,61.1,173.8,491.3,Severe,0.0,Normal,-0.51491,1
Kolkata,2020-05-12,2020,5,Summer,257.8,494.9,194.1,38.3,3.2,35.3,9.42,85.1,140.3,492.7,Severe,0.0,Normal,-0.55586,0
Kolkata,2020-05-13,2020,5,Summer,390.9,191.1,78.0,111.2,196.8,2.4,3.62,99.7,140.7,160.9,Moderate,0.0,Normal,-0.51726,1
Kolkata,2020-05-14,2020,5,Summer,261.8,517.4,159.1,49.3,220.1,7.2,1.2,36.0,108.8,411.8,Severe,0.0,Normal,-0.50556,1
Kolkata,2020-05-15,2020,5,Summer,252.8,201.6,80.8,48.9,90.7,41.2,1.72,2.0,35.4,402.8,Severe,0.0,Normal,-0.50102,0
Kolkata,2020-05-16,2020,5,Summer,134.0,358.0,72.5,94.0,200.4,27.1,7.82,88.3,52.3,311.0,Very Poor,0.0,Normal,-0.48497,1
Kolkata,2020-05-17,2020,5,Summer,455.2,21.2,106.7,138.4,220.6,16.7,3.25,43.0,46.6,158.4,Moderate,0.0,Normal,-0.52141,1
Kolkata,2020-05-18,2020,5,Summer,104.4,253.8,25.8,2.5,164.3,22.7,4.71,6.0,31.8,246.7,Poor,0.0,Normal,-0.51818,1
Kolkata,2020-05-19,2020,5,Summer,205.9,322.0,113.3,103.5,219.8,4.5,4.27,34.2,33.4,366.2,Very Poor,0.0,Normal,-0.48657,1
Kolkata,2020-05-20,2020,5,Summer,255.6,497.0,67.7,60.6,94.6,27.7,5.24,44.0,111.2,495.7,Severe,0.0,Normal,-0.45493,0
Kolkata,2020-05-21,2020,5,Summer,342.1,327.3,65.7,84.3,75.4,7.4,2.99,87.0,53.8,492.1,Severe,0.0,Normal,-0.48809,0
Kolkata,2020-05-22,2020,5,Summer,405.9,140.9,93.1,115.8,36.6,26.0,8.38,45.0,167.7,199.6,Moderate,0.0,Normal,-0.49689,0
Kolkata,2020-05-23,2020,5,Summer,487.3,498.1,122.2,92.1,13.1,21.7,5.26,97.1,15.2,497.3,Severe,0.0,Normal,-0.54808,0
Kolkata,2020-05-24,2020,5,Summer,99.5,116.7,148.5,21.2,216.7,45.7,8.99,13.3,101.3,230.0,Poor,0.0,Normal,-0.53834,1
Kolkata,2020-05-25,2020,5,Summer,499.7,333.4,8.3,84.3,198.5,49.7,8.04,96.0,194.0,283.4,Poor,1.0,Anomaly,-0.58313,1
Kolkata,2020-05-26,2020,5,Summer,196.7,538.2,65.6,1.6,204.5,42.3,7.57,26.4,197.1,359.1,Very Poor,0.0,Normal,-0.53636,1
Kolkata,2020-05-27,2020,5,Summer,83.6,127.7,25.7,6.0,105.0,8.2,7.42,13.0,2.6,178.2,Moderate,0.0,Normal,-0.55546,0
Kolkata,2020-05-28,2020,5,Summer,400.8,4.1,41.6,47.5,22.3,43.7,8.81,26.7,82.0,185.1,Moderate,0.0,Normal,-0.54303,0
Kolkata,2020-05-29,2020,5,Summer,413.0,491.9,110.3,122.7,197.3,12.9,4.62,92.1,182.9,488.4,Severe,0.0,Normal,-0.51705,1
Kolkata,2020-05-30,2020,5,Summer,149.0,324.3,1.4,39.3,112.4,37.3,5.34,81.9,160.9,322.5,Very Poor,0.0,Normal,-0.50009,0
Kolkata,2020-05-31,2020,5,Summer,172.4,423.1,79.1,93.0,117.9,45.1,1.32,68.9,103.9,391.4,Very Poor,0.0,Normal,-0.47205,0
Kolkata,2020-06-01,2020,6,Summer,415.8,177.5,186.2,97.9,36.0,3.9,1.83,96.1,6.4,151.8,Moderate,0.0,Normal,-0.55778,0
Kolkata,2020-06-02,2020,6,Summer,390.3,410.7,179.8,130.6,165.1,22.6,3.86,59.1,182.0,375.8,Very Poor,0.0,Normal,-0.50431,1
Kolkata,2020-06-03,2020,6,Summer,284.4,529.4,198.7,109.0,24.5,27.5,2.92,19.2,104.2,434.4,Severe,0.0,Normal,-0.52379,0
Kolkata,2020-06-04,2020,6,Summer,86.5,359.3,94.9,104.4,107.6,12.2,5.65,89.8,159.4,311.4,Very Poor,0.0,Normal,-0.48175,0
Kolkata,2020-06-05,2020,6,Summer,158.9,567.2,126.2,6.1,116.9,4.9,9.24,62.6,21.5,330.1,Very Poor,0.0,Normal,-0.54611,0
Kolkata,2020-06-06,2020,6,Summer,480.5,177.7,141.7,74.8,74.2,20.9,9.48,84.2,87.2,193.5,Moderate,0.0,Normal,-0.51262,0
Kolkata,2020-06-07,2020,6,Summer,490.8,312.8,176.9,13.9,150.1,42.2,0.27,14.3,145.6,262.8,Poor,0.0,Normal,-0.54775,1
Kolkata,2020-06-08,2020,6,Summer,364.3,99.8,80.8,102.0,79.5,28.5,6.95,63.8,60.6,161.8,Moderate,0.0,Normal,-0.46191,0
Kolkata,2020-06-09,2020,6,Summer,116.4,60.9,197.1,107.2,35.9,32.9,6.47,18.1,134.8,287.7,Poor,0.0,Normal,-0.52126,0
Kolkata,2020-06-10,2020,6,Summer,392.3,568.4,184.8,130.3,28.0,45.7,2.64,86.1,150.7,174.4,Moderate,1.0,Anomaly,-0.56172,0
Kolkata,2020-06-11,2020,6,Summer,185.9,421.5,42.7,93.7,166.3,24.7,6.72,21.8,61.5,389.3,Very Poor,0.0,Normal,-0.47159,1
Kolkata,2020-06-12,2020,6,Summer,32.7,488.6,59.0,43.5,129.1,3.6,4.64,72.6,79.0,483.6,Severe,0.0,Normal,-0.50189,0
Kolkata,2020-06-13,2020,6,Summer,83.1,249.3,17.4,7.3,132.4,5.9,1.03,2.7,155.5,199.5,Moderate,0.0,Normal,-0.54724,1
Kolkata,2020-06-14,2020,6,Summer,307.7,152.6,109.6,99.2,243.8,33.9,4.79,3.8,182.5,457.7,Severe,0.0,Normal,-0.51053,1
Kolkata,2020-06-15,2020,6,Summer,16.5,296.3,188.8,36.6,120.6,39.4,9.87,51.8,135.0,246.3,Poor,0.0,Normal,-0.54962,0
Kolkata,2020-06-16,2020,6,Summer,378.2,87.6,57.9,41.4,95.9,45.7,2.88,32.1,107.1,110.8,Moderate,0.0,Normal,-0.49332,0
Kolkata,2020-06-17,2020,6,Summer,136.9,274.9,33.4,104.0,159.1,11.6,8.86,4.5,144.4,313.2,Very Poor,0.0,Normal,-0.51334,1
Kolkata,2020-06-18,2020,6,Summer,141.0,365.8,139.0,94.5,54.9,40.1,0.74,32.3,178.8,319.5,Very Poor,0.0,Normal,-0.49482,0
Kolkata,2020-06-19,2020,6,Summer,471.2,450.7,97.2,4.2,5.8,4.1,2.79,40.4,84.0,429.3,Severe,0.0,Normal,-0.54641,0
Kolkata,2020-06-20,2020,6,Summer,295.2,43.8,61.7,119.9,120.6,17.5,2.38,31.2,166.9,445.2,Severe,0.0,Normal,-0.48947,1
Kolkata,2020-06-21,2020,6,Summer,157.1,174.5,181.5,76.0,118.1,12.1,7.23,21.0,108.1,328.7,Very Poor,0.0,Normal,-0.47038,0
Kolkata,2020-06-22,2020,6,Summer,74.2,440.9,150.6,85.7,38.7,22.7,9.78,78.5,53.7,415.2,Severe,0.0,Normal,-0.51206,0
Kolkata,2020-06-23,2020,6,Summer,360.9,468.0,191.6,30.0,104.7,40.9,3.86,0.3,106.3,454.1,Severe,0.0,Normal,-0.51762,0
Kolkata,2020-06-24,2020,6,Summer,478.6,56.9,135.3,65.4,106.5,19.4,4.78,35.4,20.3,134.6,Moderate,0.0,Normal,-0.50462,0
Kolkata,2020-06-25,2020,6,Summer,166.7,54.6,199.8,135.8,23.0,11.8,5.22,12.1,17.7,336.1,Very Poor,0.0,Normal,-0.55559,0
Kolkata,2020-06-26,2020,6,Summer,208.4,124.7,182.0,144.5,233.0,10.9,3.0,52.5,42.3,368.1,Very Poor,0.0,Normal,-0.51918,1
Kolkata,2020-06-27,2020,6,Summer,151.8,534.0,65.2,43.0,171.7,9.0,2.86,84.4,196.1,324.6,Very Poor,0.0,Normal,-0.52281,1
Kolkata,2020-06-28,2020,6,Summer,222.8,259.9,125.8,66.2,178.6,36.4,0.57,0.2,185.4,379.1,Very Poor,0.0,Normal,-0.50691,1
Kolkata,2020-06-29,2020,6,Summer,329.5,203.2,63.3,63.1,24.8,20.9,6.2,89.0,36.5,479.5,Severe,0.0,Normal,-0.48429,0
Kolkata,2020-06-30,2020,6,Summer,167.9,300.3,85.6,121.2,143.9,40.4,7.83,92.2,178.0,337.0,Very Poor,0.0,Normal,-0.50157,1
