PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Actual,Pred_Baseline (prior),Pred_Logistic Regression,Pred_Decision Tree,Pred_Random Forest,Pred_Hist Gradient Boosting
205.5,149.3,190.8,38.4,104.5,40.5,0.45,66.1,40.5,Very Poor,Very Poor,Good,Good,Very Poor,Very Poor
230.0,202.2,17.7,1.1,120.2,33.2,3.65,50.3,158.1,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
466.1,187.3,116.4,118.9,39.2,0.9,6.58,0.3,68.0,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
133.4,411.4,184.4,129.0,102.6,14.4,3.42,25.5,57.5,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
131.8,222.1,89.3,124.0,151.2,46.9,5.13,70.7,134.2,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
186.5,351.3,89.1,92.7,86.0,35.3,1.66,45.5,130.9,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
406.6,459.4,173.2,89.8,218.1,18.3,2.37,92.9,44.2,Severe,Very Poor,Severe,Severe,Severe,Severe
488.5,512.9,23.2,55.0,123.0,48.3,1.58,94.1,138.7,Moderate,Very Poor,Severe,Satisfactory,Moderate,Moderate
75.9,394.2,29.1,98.7,96.4,33.2,7.19,86.7,136.3,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
23.7,96.8,133.4,129.9,168.7,49.2,0.45,67.6,46.5,Moderate,Very Poor,Very Poor,Moderate,Moderate,Very Poor
26.0,554.3,14.1,85.4,73.9,14.0,5.9,12.0,130.3,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
485.1,540.7,0.4,92.1,146.4,47.5,7.31,22.8,61.4,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
491.1,560.8,8.9,11.6,177.0,42.9,2.42,10.5,149.3,Moderate,Very Poor,Satisfactory,Moderate,Moderate,Severe
346.4,191.3,133.5,81.0,57.1,3.2,3.44,18.4,69.9,Severe,Very Poor,Moderate,Severe,Severe,Severe
410.5,404.0,76.0,46.1,197.9,26.1,4.7,56.9,186.2,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
265.7,275.8,132.2,117.1,248.1,17.0,9.42,19.1,102.0,Severe,Very Poor,Moderate,Severe,Severe,Severe
222.7,19.5,124.9,68.7,133.8,48.7,1.55,70.2,100.8,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
63.2,91.9,163.8,26.5,44.7,4.6,6.14,20.3,83.9,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
410.1,61.6,144.2,146.7,72.3,38.0,9.96,33.6,191.7,Poor,Very Poor,Poor,Poor,Poor,Poor
209.3,328.3,179.2,39.5,64.5,35.1,6.58,59.6,180.6,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
335.8,410.5,99.1,61.6,160.8,44.0,2.42,76.7,33.7,Severe,Very Poor,Satisfactory,Severe,Severe,Severe
358.0,429.9,80.1,24.7,196.5,1.4,7.39,95.4,134.8,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
80.2,503.5,123.5,48.6,25.4,33.6,7.13,69.0,128.1,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
97.1,296.3,188.2,137.9,159.9,41.3,3.72,84.2,40.5,Poor,Very Poor,Very Poor,Poor,Poor,Poor
387.4,539.2,120.7,79.0,34.9,3.0,5.45,93.7,149.6,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
496.5,211.4,48.1,90.1,229.1,35.4,3.74,77.5,108.9,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
292.7,475.5,195.1,89.6,26.6,9.8,7.34,4.1,26.1,Severe,Very Poor,Severe,Severe,Severe,Severe
415.6,135.8,116.1,96.9,158.2,46.3,2.36,37.0,63.8,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
313.6,13.4,92.6,36.4,179.6,4.4,7.76,51.8,67.8,Severe,Very Poor,Moderate,Severe,Severe,Severe
108.0,313.5,97.2,18.2,120.0,3.1,8.98,49.2,174.4,Poor,Very Poor,Poor,Poor,Poor,Poor
367.5,161.8,198.6,80.0,187.1,44.8,4.92,71.6,20.9,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
405.9,355.9,116.2,88.1,125.4,26.6,6.87,87.6,109.2,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
216.2,142.4,104.2,145.3,55.3,0.5,1.57,53.2,136.1,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
163.9,161.0,15.3,127.4,108.3,43.6,6.51,11.8,142.0,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
205.2,146.1,18.9,57.8,239.9,24.8,4.51,60.8,81.5,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Satisfactory
131.6,405.1,122.0,55.2,139.4,7.3,7.69,49.1,130.2,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
404.3,370.3,93.2,3.9,124.9,0.3,1.11,62.1,156.5,Very Poor,Very Poor,Satisfactory,Very Poor,Very Poor,Poor
213.6,477.4,107.3,131.9,187.6,34.8,7.06,62.3,64.2,Severe,Very Poor,Severe,Severe,Severe,Severe
111.1,443.0,95.8,24.6,210.4,6.1,5.73,5.0,26.4,Severe,Very Poor,Very Poor,Severe,Severe,Severe
96.9,312.8,163.4,32.0,6.7,30.9,0.67,93.8,148.8,Poor,Very Poor,Poor,Poor,Poor,Severe
499.3,53.6,182.3,86.8,104.4,40.2,4.76,7.0,155.5,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
342.3,336.1,125.6,127.2,247.4,39.1,3.61,54.3,1.0,Severe,Very Poor,Moderate,Severe,Severe,Severe
281.2,436.1,94.3,85.5,139.5,46.3,1.09,60.3,129.9,Severe,Very Poor,Severe,Severe,Severe,Severe
191.2,62.8,41.8,20.0,128.8,20.9,8.05,94.8,76.1,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
497.7,543.7,163.5,5.2,6.8,33.0,2.14,23.3,29.4,Moderate,Very Poor,Good,Moderate,Moderate,Satisfactory
492.9,169.5,114.3,122.5,48.8,15.1,7.83,84.5,64.8,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
365.9,412.4,81.2,141.3,241.8,12.9,5.03,99.5,83.9,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
491.9,51.1,12.9,120.0,4.6,16.0,6.31,96.1,134.7,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
495.5,276.5,4.8,119.9,110.7,24.8,7.23,61.7,28.8,Poor,Very Poor,Moderate,Poor,Poor,Poor
424.2,355.4,75.4,104.7,151.6,31.4,7.79,39.4,178.2,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
20.4,360.0,140.6,34.3,190.3,12.3,2.27,50.6,86.7,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
451.1,366.8,157.3,32.9,95.9,11.3,9.37,18.7,2.7,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
123.7,527.8,110.3,3.4,76.9,34.9,3.32,72.5,39.6,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
36.6,437.1,60.3,133.1,106.4,23.2,3.96,55.4,40.7,Severe,Very Poor,Very Poor,Severe,Severe,Severe
305.3,246.0,73.7,39.8,192.8,12.8,4.59,3.5,61.9,Severe,Very Poor,Moderate,Severe,Severe,Severe
259.5,18.3,117.6,62.1,205.3,18.5,2.79,96.9,86.8,Severe,Very Poor,Moderate,Severe,Severe,Severe
447.8,119.7,135.4,125.6,124.9,21.7,8.62,62.1,127.5,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
95.5,285.0,43.1,8.0,208.8,9.1,9.92,10.9,90.9,Poor,Very Poor,Very Poor,Poor,Poor,Very Poor
425.8,588.8,30.5,7.6,97.3,0.8,1.11,62.5,49.4,Satisfactory,Very Poor,Satisfactory,Satisfactory,Satisfactory,Satisfactory
158.7,74.4,40.9,83.2,139.3,41.1,9.8,35.4,102.0,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
151.9,237.1,68.3,113.4,186.4,8.1,2.17,96.8,194.2,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
113.1,460.6,66.5,53.2,129.3,5.6,1.74,73.3,140.8,Severe,Very Poor,Poor,Poor,Severe,Severe
435.3,517.1,20.2,67.6,108.3,19.4,9.92,91.8,52.2,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
455.0,30.9,197.9,18.9,176.3,20.0,4.8,92.5,76.4,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
416.7,139.5,182.7,97.7,10.3,7.5,3.0,83.2,128.1,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
394.9,337.7,2.0,20.9,189.7,43.6,8.39,36.2,42.8,Poor,Very Poor,Moderate,Poor,Poor,Poor
482.0,470.1,61.2,130.2,70.3,40.5,6.26,21.6,158.2,Severe,Very Poor,Severe,Severe,Severe,Severe
176.5,585.9,51.0,147.9,27.8,36.1,5.72,61.9,12.1,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
69.5,489.9,180.6,87.2,109.1,26.0,6.19,84.3,41.0,Severe,Very Poor,Very Poor,Severe,Severe,Severe
347.9,251.2,11.5,85.8,61.9,41.8,3.91,54.0,133.6,Severe,Very Poor,Poor,Severe,Severe,Severe
1.4,26.4,177.9,47.5,167.3,37.6,9.65,26.4,104.9,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
352.2,258.0,121.3,12.9,42.8,41.3,7.76,77.3,8.8,Poor,Very Poor,Moderate,Poor,Poor,Very Poor
191.6,320.4,193.0,48.9,220.3,37.3,2.38,55.7,171.7,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
102.2,394.2,34.0,107.5,204.4,48.4,7.89,10.2,13.9,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
60.3,119.2,196.3,65.7,176.2,34.9,0.86,28.9,107.6,Moderate,Very Poor,Very Poor,Poor,Moderate,Moderate
464.1,12.0,86.9,137.3,171.0,42.7,4.13,77.5,21.7,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
130.0,235.0,56.6,4.6,170.8,25.2,3.19,60.5,189.6,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
435.4,494.1,102.9,97.2,198.6,41.5,1.58,33.2,71.0,Severe,Very Poor,Severe,Severe,Severe,Severe
329.1,286.5,41.8,116.1,72.7,9.5,6.73,87.5,192.9,Severe,Very Poor,Poor,Severe,Severe,Severe
430.3,210.2,196.4,81.3,90.6,15.3,3.28,20.9,169.8,Poor,Very Poor,Poor,Poor,Poor,Poor
256.9,329.2,51.8,147.0,50.7,47.9,3.37,73.9,93.2,Severe,Very Poor,Severe,Severe,Severe,Severe
212.5,358.7,101.5,120.3,99.7,4.8,3.55,73.0,104.4,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
393.0,422.5,28.9,112.1,149.9,40.6,5.72,3.7,60.8,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
331.5,50.0,15.8,72.2,191.1,25.7,6.17,74.8,194.5,Severe,Very Poor,Poor,Severe,Severe,Severe
352.1,306.1,183.0,123.2,188.2,21.9,4.0,36.5,106.4,Poor,Very Poor,Severe,Poor,Poor,Poor
334.1,59.2,14.8,79.4,28.9,42.1,6.98,18.9,18.5,Severe,Very Poor,Moderate,Severe,Severe,Severe
406.8,230.4,99.0,126.1,11.9,2.1,0.53,79.5,105.5,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
496.3,147.0,146.6,6.4,225.9,1.1,9.44,31.9,71.6,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
157.2,282.5,189.3,55.9,218.9,16.2,8.91,53.6,102.0,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
190.9,523.5,174.4,131.0,215.4,24.6,8.84,84.0,64.0,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
63.2,236.3,151.4,142.6,175.3,0.3,4.58,45.0,86.9,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
343.8,537.4,182.2,97.4,78.5,18.8,3.14,44.8,190.5,Severe,Very Poor,Severe,Severe,Severe,Severe
101.1,85.2,168.7,21.8,64.9,14.3,4.66,96.5,65.8,Poor,Very Poor,Moderate,Poor,Poor,Moderate
461.3,306.6,66.5,73.6,83.8,7.4,3.35,56.4,100.0,Poor,Very Poor,Severe,Poor,Poor,Poor
480.1,26.7,127.7,119.6,93.9,40.0,5.54,18.1,163.1,Moderate,Very Poor,Poor,Moderate,Moderate,Moderate
483.1,25.1,120.0,18.2,163.2,5.4,7.76,70.8,103.3,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
472.0,62.1,64.7,48.1,84.9,3.4,0.25,81.3,126.7,Moderate,Very Poor,Satisfactory,Moderate,Moderate,Moderate
365.1,431.7,122.6,87.0,114.3,8.9,8.18,34.4,133.1,Severe,Very Poor,Severe,Severe,Severe,Severe
215.3,543.5,103.6,75.7,247.8,36.6,1.36,35.4,62.9,Very Poor,Very Poor,Satisfactory,Very Poor,Very Poor,Very Poor
68.5,503.3,11.1,77.8,39.4,18.9,5.18,98.1,115.2,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
154.5,186.1,191.3,63.0,105.7,40.3,6.76,49.8,79.0,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
454.0,336.2,99.6,45.9,200.9,13.4,0.44,84.8,73.4,Poor,Very Poor,Satisfactory,Moderate,Poor,Moderate
2.7,440.6,104.0,138.4,78.3,12.8,6.55,91.9,97.9,Severe,Very Poor,Very Poor,Severe,Severe,Severe
119.2,204.3,32.8,36.5,56.9,28.9,6.9,56.5,142.6,Poor,Very Poor,Poor,Poor,Poor,Poor
374.0,435.1,199.0,96.6,27.5,1.9,5.84,4.6,53.0,Severe,Very Poor,Severe,Severe,Severe,Severe
470.5,17.4,193.4,43.4,29.8,10.7,7.28,76.1,99.4,Moderate,Very Poor,Moderate,Moderate,Moderate,Satisfactory
169.8,113.5,8.1,103.3,203.5,34.3,2.8,74.4,10.6,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Satisfactory
353.2,166.2,63.3,137.6,240.6,38.4,6.78,85.3,148.0,Moderate,Very Poor,Poor,Moderate,Moderate,Moderate
278.7,541.7,41.0,11.5,191.8,26.7,2.17,60.7,45.3,Severe,Very Poor,Satisfactory,Severe,Severe,Severe
252.8,406.6,155.9,110.7,156.0,33.3,6.41,13.7,157.6,Severe,Very Poor,Poor,Severe,Severe,Severe
205.7,313.5,38.5,123.6,23.5,15.8,1.53,13.0,193.8,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
343.1,112.2,11.7,81.4,52.8,46.1,9.79,69.6,120.9,Severe,Very Poor,Moderate,Severe,Severe,Severe
32.1,486.6,104.4,135.0,198.6,10.4,7.74,91.3,132.2,Severe,Very Poor,Very Poor,Severe,Severe,Severe
209.4,254.9,191.8,32.7,146.5,44.3,0.35,55.8,198.9,Very Poor,Very Poor,Poor,Poor,Very Poor,Poor
186.1,245.9,104.9,1.2,196.0,33.1,6.34,21.5,199.2,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
95.9,150.8,79.7,128.3,33.3,18.9,6.92,53.8,83.0,Poor,Very Poor,Very Poor,Poor,Poor,Poor
245.1,205.8,27.1,19.1,41.4,38.9,5.11,93.8,38.8,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
477.0,107.1,191.1,69.8,218.8,32.6,9.79,32.4,195.6,Poor,Very Poor,Poor,Poor,Poor,Poor
378.2,565.9,173.1,146.0,146.2,46.0,1.02,22.3,175.3,Poor,Very Poor,Severe,Poor,Poor,Poor
327.9,483.1,163.0,33.3,143.6,19.8,3.07,5.8,167.6,Severe,Very Poor,Severe,Severe,Severe,Severe
8.6,463.1,25.7,19.1,65.8,7.1,3.54,95.7,178.8,Severe,Very Poor,Poor,Severe,Severe,Severe
47.1,490.9,92.2,65.1,234.8,2.0,8.87,4.1,170.6,Severe,Very Poor,Poor,Severe,Severe,Severe
412.3,500.2,150.8,116.5,4.1,32.7,1.83,89.7,1.1,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
425.8,328.3,86.8,25.3,32.0,42.4,3.86,44.1,91.1,Poor,Very Poor,Severe,Poor,Poor,Poor
312.2,5.5,191.5,36.0,0.4,23.1,4.79,46.3,142.1,Severe,Very Poor,Poor,Severe,Severe,Severe
434.9,54.4,188.5,121.8,13.3,1.8,9.53,53.5,119.9,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
469.4,574.5,36.5,122.6,193.3,25.6,5.91,41.8,106.9,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
296.9,424.1,92.7,120.3,12.2,7.6,2.52,43.0,175.6,Severe,Very Poor,Poor,Severe,Severe,Severe
295.4,466.3,112.9,17.1,192.9,18.2,1.13,36.1,198.7,Severe,Very Poor,Poor,Severe,Severe,Severe
435.7,581.4,167.4,3.2,85.3,33.8,6.52,77.8,94.2,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
170.5,398.3,139.6,74.4,169.7,40.5,9.87,11.7,184.4,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
450.6,218.9,140.1,119.0,92.1,49.5,6.43,45.2,114.7,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
376.0,164.2,79.6,136.1,102.2,35.9,0.2,16.6,4.8,Moderate,Very Poor,Satisfactory,Moderate,Moderate,Moderate
479.1,482.4,135.7,109.8,42.7,18.0,9.11,53.0,45.0,Severe,Very Poor,Severe,Severe,Severe,Severe
210.0,53.6,134.7,148.9,243.0,37.2,7.8,71.3,93.6,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
312.3,352.5,195.5,23.1,154.4,47.7,4.12,89.4,179.3,Severe,Very Poor,Poor,Severe,Severe,Very Poor
71.6,180.5,58.5,137.8,141.6,11.2,7.01,30.1,35.7,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
297.9,134.1,62.4,32.3,110.7,35.3,2.11,48.1,84.3,Severe,Very Poor,Satisfactory,Severe,Severe,Severe
231.3,344.9,145.6,14.9,95.3,42.6,7.85,26.3,169.2,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
110.1,270.1,99.1,46.9,132.9,45.4,9.5,19.1,27.9,Poor,Very Poor,Very Poor,Poor,Poor,Poor
179.7,65.1,117.2,44.1,229.3,37.0,8.26,71.6,4.7,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
245.5,419.0,194.2,124.3,29.0,12.0,3.04,88.9,20.2,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
2.4,104.5,154.5,15.4,46.6,46.2,8.42,63.5,62.6,Moderate,Very Poor,Very Poor,Moderate,Moderate,Poor
198.0,335.9,103.4,132.5,160.1,17.2,3.51,7.9,14.3,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
166.7,54.6,199.8,135.8,23.0,11.8,5.22,12.1,17.7,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
266.8,497.9,75.0,126.1,234.0,7.7,7.53,43.9,52.0,Severe,Very Poor,Severe,Severe,Severe,Severe
32.3,594.0,135.7,84.9,55.4,39.2,0.66,81.8,125.7,Moderate,Very Poor,Very Poor,Moderate,Moderate,Poor
316.1,364.5,193.6,29.8,99.3,38.1,0.94,0.5,149.1,Severe,Very Poor,Satisfactory,Very Poor,Severe,Very Poor
455.4,162.7,196.2,71.0,88.0,15.3,6.21,13.3,106.7,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
494.8,93.4,54.2,142.7,165.6,30.3,1.0,11.1,185.2,Poor,Very Poor,Poor,Poor,Poor,Very Poor
83.1,542.7,84.9,0.8,55.7,4.4,9.42,27.2,146.3,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
422.1,339.9,142.0,71.6,27.8,23.7,8.32,41.6,169.7,Poor,Very Poor,Severe,Poor,Poor,Poor
223.2,107.8,147.2,41.8,73.5,29.8,9.97,9.1,21.1,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
205.0,562.4,122.4,89.7,16.6,34.4,6.31,96.5,185.7,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
140.0,11.4,26.7,115.6,58.0,26.3,6.4,70.8,11.6,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
483.4,450.7,59.3,100.3,245.0,45.9,7.54,64.0,149.7,Severe,Very Poor,Severe,Severe,Severe,Severe
369.4,242.0,0.6,34.1,147.6,41.4,5.44,31.9,196.5,Poor,Very Poor,Poor,Poor,Poor,Poor
40.1,444.5,151.2,43.2,192.5,4.2,3.01,43.4,43.9,Severe,Very Poor,Very Poor,Severe,Severe,Severe
151.9,79.4,175.5,134.3,66.7,10.9,7.56,84.4,159.2,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
265.4,573.4,74.2,69.8,156.1,11.3,1.52,62.7,150.1,Severe,Very Poor,Severe,Severe,Severe,Severe
382.2,226.6,27.1,121.3,180.3,11.5,9.8,43.9,125.8,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
465.6,364.7,10.0,77.6,142.0,1.6,2.81,98.9,157.9,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
269.0,250.0,91.3,49.2,134.7,11.8,3.41,91.9,103.6,Severe,Very Poor,Moderate,Severe,Severe,Severe
165.3,160.7,35.4,78.8,84.0,28.4,7.46,20.1,192.8,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
121.7,341.7,20.3,126.2,144.8,43.3,5.32,62.6,8.0,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
112.3,110.5,126.5,0.8,38.9,2.4,9.28,58.9,191.2,Poor,Very Poor,Poor,Poor,Poor,Poor
82.0,362.3,76.8,27.0,75.2,48.1,8.86,31.7,33.7,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
424.7,348.0,51.4,125.6,181.3,40.6,9.71,84.5,108.4,Poor,Very Poor,Severe,Poor,Poor,Poor
151.3,402.5,142.4,129.8,77.0,26.6,4.83,48.7,15.8,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
76.8,206.6,145.7,39.4,100.9,39.7,5.52,90.4,53.9,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
156.4,400.2,199.6,82.8,137.6,5.9,1.92,59.3,134.6,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
361.0,23.8,1.0,29.6,73.7,33.8,7.74,61.9,146.6,Moderate,Very Poor,Poor,Moderate,Moderate,Moderate
424.6,590.4,96.6,133.3,118.6,34.0,8.0,11.8,87.2,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
425.0,131.1,99.9,80.2,155.6,18.8,8.29,85.7,110.0,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
89.7,25.2,74.4,102.3,35.2,2.2,6.48,51.7,64.8,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
302.2,497.8,143.6,78.5,154.9,22.2,2.33,32.7,165.7,Severe,Very Poor,Severe,Severe,Severe,Severe
337.5,389.2,59.3,140.0,126.5,2.5,2.08,7.3,53.3,Severe,Very Poor,Severe,Severe,Severe,Severe
284.7,192.7,179.7,94.8,225.8,27.1,1.92,7.3,57.3,Severe,Very Poor,Moderate,Severe,Severe,Severe
311.7,231.7,180.6,139.9,71.1,47.4,6.47,22.3,21.0,Severe,Very Poor,Moderate,Severe,Severe,Severe
368.6,178.6,32.2,112.7,238.2,7.2,3.54,52.2,169.7,Poor,Very Poor,Poor,Poor,Poor,Poor
267.0,140.4,166.5,55.5,76.4,33.9,3.05,15.1,2.5,Severe,Very Poor,Moderate,Severe,Severe,Severe
420.7,533.0,71.3,142.6,60.5,8.9,4.3,1.1,56.1,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
9.8,594.9,42.4,111.5,45.6,37.3,6.7,45.1,42.5,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
86.7,515.6,105.0,39.0,60.5,7.9,8.45,6.8,116.0,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
491.7,242.3,166.0,29.7,97.0,16.0,3.93,84.1,138.3,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
130.3,225.4,17.4,15.4,111.3,29.7,3.35,96.4,150.6,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
46.5,447.5,146.6,80.8,85.2,2.3,3.68,41.1,23.5,Severe,Very Poor,Very Poor,Severe,Severe,Severe
83.1,194.9,117.1,149.6,162.6,14.2,6.6,29.9,68.6,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
79.7,189.6,2.8,140.0,200.6,27.0,5.99,52.6,57.2,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
219.8,557.5,85.9,117.9,84.2,32.9,9.52,44.5,147.2,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
165.0,330.2,10.2,39.5,113.3,41.2,4.36,96.7,167.4,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
433.2,38.5,56.2,67.4,170.3,36.2,8.91,86.4,71.2,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
293.8,599.8,166.2,95.3,128.4,11.5,7.41,37.2,155.1,Severe,Very Poor,Severe,Severe,Severe,Satisfactory
299.8,26.0,62.2,142.1,19.6,5.6,6.55,89.9,98.7,Severe,Very Poor,Moderate,Severe,Severe,Severe
368.6,491.4,1.8,74.3,205.0,10.2,5.57,74.3,186.6,Severe,Very Poor,Severe,Severe,Severe,Severe
262.0,472.7,19.8,96.0,22.2,48.3,9.86,99.3,190.3,Severe,Very Poor,Poor,Severe,Severe,Severe
11.0,93.3,53.4,34.4,147.3,12.3,7.02,99.6,164.8,Moderate,Very Poor,Poor,Moderate,Moderate,Moderate
62.5,101.1,147.2,52.7,73.4,18.3,8.94,31.3,174.9,Poor,Very Poor,Poor,Poor,Poor,Poor
451.8,64.4,68.7,121.2,114.7,46.3,3.96,47.0,110.0,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
290.2,253.3,174.1,20.4,126.8,21.3,0.19,97.5,181.3,Severe,Very Poor,Poor,Severe,Severe,Poor
277.3,12.8,59.0,11.1,53.7,31.8,9.06,57.1,22.6,Severe,Very Poor,Moderate,Severe,Severe,Moderate
122.8,592.1,55.4,133.0,40.3,3.6,1.51,58.0,182.1,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
59.7,451.6,11.6,8.6,101.5,15.4,3.68,95.5,167.8,Severe,Very Poor,Poor,Severe,Severe,Very Poor
34.6,39.0,25.2,127.8,128.4,49.7,0.9,54.0,182.7,Poor,Very Poor,Poor,Poor,Poor,Poor
63.7,347.4,37.1,81.7,177.9,38.3,6.97,20.3,164.2,Poor,Very Poor,Poor,Poor,Poor,Poor
285.5,299.7,93.6,23.6,168.5,27.8,4.52,67.9,123.6,Severe,Very Poor,Poor,Severe,Severe,Severe
423.9,348.2,77.8,84.9,14.4,34.4,3.28,39.7,131.2,Poor,Very Poor,Severe,Poor,Poor,Poor
416.3,565.2,71.5,141.2,0.4,42.6,6.51,18.1,93.6,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
457.8,162.1,78.0,106.9,75.1,33.0,4.27,48.3,131.2,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
